"Node Name","taxon A","taxon B","Node Age","Study reference"
"n104","Eophona migratoria","Serinus melanochrous",16.913548757732,"Hedges et al. 2015 - chronogram 1"
"n104","Eophona migratoria","Serinus melanochrous",18.1045817286822,"Jetz et al. 2012 - chronogram 1"
"n104","Eophona migratoria","Serinus melanochrous",19.2315117848837,"Jetz et al. 2012 - chronogram 2"
"n104","Eophona migratoria","Serinus melanochrous",31.34497315625,"Roquet et al. 2014 - chronogram 1"
"n104","Eophona migratoria","Serinus melanochrous",31.34497315625,"Roquet et al. 2014 - chronogram 2"
"n105","Carpodacus synoicus","Serinus melanochrous",12.7860290668,"Price et al. 2014 - chronogram 2"
"n105","Carpodacus synoicus","Serinus melanochrous",12.9952367,"Hooper et al. 2017"
"n105","Carpodacus synoicus","Serinus melanochrous",15.783345798916,"Jetz et al. 2012 - chronogram 1"
"n105","Carpodacus synoicus","Serinus melanochrous",16.7657895574526,"Jetz et al. 2012 - chronogram 2"
"n105","Carpodacus synoicus","Serinus melanochrous",16.975661,"Uyeda et al 2017"
"n105","Carpodacus synoicus","Serinus melanochrous",28.5683971785714,"Roquet et al. 2014 - chronogram 1"
"n105","Carpodacus synoicus","Serinus melanochrous",28.5683971785714,"Roquet et al. 2014 - chronogram 2"
"n107","Haemorhous mexicanus","Serinus melanochrous",11.686047,"Hooper et al. 2017"
"n108","Chloris chloris","Serinus melanochrous",8.473842,"Hooper et al. 2017"
"n108","Chloris chloris","Serinus melanochrous",9.73763630000001,"Jetz et al. 2012 - chronogram 1"
"n108","Chloris chloris","Serinus melanochrous",10.3437614375,"Jetz et al. 2012 - chronogram 2"
"n108","Chloris chloris","Serinus melanochrous",19.4876312083333,"Roquet et al. 2014 - chronogram 1"
"n108","Chloris chloris","Serinus melanochrous",19.4876312083333,"Roquet et al. 2014 - chronogram 2"
"n109","Serinus gularis","Serinus melanochrous",8.10979062745099,"Jetz et al. 2012 - chronogram 1"
"n109","Serinus gularis","Serinus melanochrous",8.61458944607844,"Jetz et al. 2012 - chronogram 2"
"n109","Serinus gularis","Serinus melanochrous",8.76000004761906,"Hedges et al. 2015 - chronogram 2"
"n109","Serinus gularis","Serinus melanochrous",9.37010080000001,"Hedges et al. 2015 - chronogram 1"
"n110","Linaria flavirostris","Serinus thibetanus",6.9135515908,"Price et al. 2014 - chronogram 2"
"n110","Linaria flavirostris","Serinus thibetanus",7.110173,"Hooper et al. 2017"
"n110","Linaria flavirostris","Serinus thibetanus",15.8491793125,"Roquet et al. 2014 - chronogram 1"
"n110","Linaria flavirostris","Serinus thibetanus",15.8491793125,"Roquet et al. 2014 - chronogram 2"
"n112","Linaria cannabina","Linaria flavirostris",4.91044900000001,"Roquet et al. 2014 - chronogram 1"
"n112","Linaria cannabina","Linaria flavirostris",4.91044900000001,"Roquet et al. 2014 - chronogram 2"
"n113","Acanthis hornemanni","Loxia leucoptera",4.76491,"Hooper et al. 2017"
"n113","Acanthis hornemanni","Loxia leucoptera",5.28814350000001,"Jetz et al. 2012 - chronogram 1"
"n113","Acanthis hornemanni","Loxia leucoptera",5.61730687500001,"Jetz et al. 2012 - chronogram 2"
"n114","Loxia leucoptera","Loxia scotica",1.55990400000001,"Jetz et al. 2012 - chronogram 1"
"n114","Loxia leucoptera","Loxia scotica",1.65700083333334,"Jetz et al. 2012 - chronogram 2"
"n114","Loxia leucoptera","Loxia scotica",1.94501,"Roquet et al. 2014 - chronogram 1"
"n114","Loxia leucoptera","Loxia scotica",1.94501,"Roquet et al. 2014 - chronogram 2"
"n114","Loxia leucoptera","Loxia scotica",2.185667,"Hedges et al. 2015 - chronogram 2"
"n114","Loxia leucoptera","Loxia scotica",2.21621800000001,"Hedges et al. 2015 - chronogram 1"
"n115","Loxia curvirostra","Loxia scotica",0.233024,"Roquet et al. 2014 - chronogram 1"
"n115","Loxia curvirostra","Loxia scotica",0.233024,"Roquet et al. 2014 - chronogram 2"
"n115","Loxia curvirostra","Loxia scotica",0.53871500000001,"Jetz et al. 2012 - chronogram 1"
"n115","Loxia curvirostra","Loxia scotica",0.57224750000001,"Jetz et al. 2012 - chronogram 2"
"n115","Loxia curvirostra","Loxia scotica",0.572248000000002,"Hedges et al. 2015 - chronogram 2"
"n115","Loxia curvirostra","Loxia scotica",0.986208000000012,"Hedges et al. 2015 - chronogram 1"
"n116","Loxia curvirostra","Loxia pytyopsittacus",0.233024,"Roquet et al. 2014 - chronogram 1"
"n116","Loxia curvirostra","Loxia pytyopsittacus",0.233024,"Roquet et al. 2014 - chronogram 2"
"n116","Loxia curvirostra","Loxia pytyopsittacus",0.35076200000001,"Jetz et al. 2012 - chronogram 1"
"n116","Loxia curvirostra","Loxia pytyopsittacus",0.372596000000001,"Hedges et al. 2015 - chronogram 2"
"n116","Loxia curvirostra","Loxia pytyopsittacus",0.372596000000009,"Jetz et al. 2012 - chronogram 2"
"n116","Loxia curvirostra","Loxia pytyopsittacus",0.44309100000001,"Hedges et al. 2015 - chronogram 1"
"n117","Acanthis flammea","Acanthis hornemanni",0.104290000000006,"Roquet et al. 2014 - chronogram 1"
"n117","Acanthis flammea","Acanthis hornemanni",0.104290000000006,"Roquet et al. 2014 - chronogram 2"
"n117","Acanthis flammea","Acanthis hornemanni",0.530384000000012,"Jetz et al. 2012 - chronogram 1"
"n117","Acanthis flammea","Acanthis hornemanni",0.563398000000014,"Jetz et al. 2012 - chronogram 2"
"n118","Serinus estherae","Serinus thibetanus",6.08619700000001,"Hooper et al. 2017"
"n119","Serinus canaria","Serinus thibetanus",3.062399,"Gibb et al. 2015"
"n121","Spinus notatus","Spinus xanthogastrus",4.29613100000001,"Hooper et al. 2017"
"n121","Spinus notatus","Spinus xanthogastrus",4.71207700000001,"Jetz et al. 2012 - chronogram 1"
"n121","Spinus notatus","Spinus xanthogastrus",5.00538433333335,"Jetz et al. 2012 - chronogram 2"
"n121","Spinus notatus","Spinus xanthogastrus",5.24570300000001,"Uyeda et al 2017"
"n129","Spinus psaltria","Spinus tristis",3.675903,"Jetz et al. 2012 - chronogram 1"
"n129","Spinus psaltria","Spinus tristis",3.90471200000001,"Jetz et al. 2012 - chronogram 2"
"n130","Spinus lawrencei","Spinus psaltria",1.73727100000001,"Jetz et al. 2012 - chronogram 1"
"n130","Spinus lawrencei","Spinus psaltria",1.84540800000001,"Jetz et al. 2012 - chronogram 2"
"n134","Serinus albogularis","Serinus reichardi",1.78815000000002,"Jetz et al. 2012 - chronogram 1"
"n134","Serinus albogularis","Serinus reichardi",1.89945000000001,"Hedges et al. 2015 - chronogram 2"
"n134","Serinus albogularis","Serinus reichardi",1.89945400000001,"Jetz et al. 2012 - chronogram 2"
"n134","Serinus albogularis","Serinus reichardi",1.99376300000002,"Hedges et al. 2015 - chronogram 1"
"n135","Serinus alario","Serinus pusillus",2.97772100000001,"Jetz et al. 2012 - chronogram 1"
"n135","Serinus alario","Serinus pusillus",3.16307116666668,"Jetz et al. 2012 - chronogram 2"
"n135","Serinus alario","Serinus pusillus",4.02102300000001,"Hedges et al. 2015 - chronogram 2"
"n135","Serinus alario","Serinus pusillus",4.11826066666668,"Hedges et al. 2015 - chronogram 1"
"n136","Serinus pusillus","Serinus syriacus",1.69240200000002,"Hedges et al. 2015 - chronogram 1"
"n136","Serinus pusillus","Serinus syriacus",1.8,"Hedges et al. 2015 - chronogram 2"
"n137","Serinus alario","Serinus canicollis",2.27913400000001,"Jetz et al. 2012 - chronogram 1"
"n137","Serinus alario","Serinus canicollis",2.42100050000001,"Jetz et al. 2012 - chronogram 2"
"n137","Serinus alario","Serinus canicollis",3.08915250000002,"Hedges et al. 2015 - chronogram 1"
"n137","Serinus alario","Serinus canicollis",3.30700000000001,"Hedges et al. 2015 - chronogram 2"
"n138","Serinus canicollis","Serinus flavivertex",1.35890400000002,"Hedges et al. 2015 - chronogram 1"
"n138","Serinus canicollis","Serinus flavivertex",1.42426500000001,"Jetz et al. 2012 - chronogram 1"
"n138","Serinus canicollis","Serinus flavivertex",1.512919,"Jetz et al. 2012 - chronogram 2"
"n138","Serinus canicollis","Serinus flavivertex",1.51292000000001,"Hedges et al. 2015 - chronogram 2"
"n141","Carduelis citrinella","Carduelis corsicana",5.19300900000001,"Jetz et al. 2012 - chronogram 1"
"n141","Carduelis citrinella","Carduelis corsicana",5.51625000000001,"Hedges et al. 2015 - chronogram 2"
"n141","Carduelis citrinella","Carduelis corsicana",5.51625100000001,"Jetz et al. 2012 - chronogram 2"
"n141","Carduelis citrinella","Carduelis corsicana",8.36449900000002,"Hedges et al. 2015 - chronogram 1"
"n145","Serinus atrogularis","Serinus citrinipectus",3.00161600000001,"Jetz et al. 2012 - chronogram 1"
"n145","Serinus atrogularis","Serinus citrinipectus",3.18845300000001,"Jetz et al. 2012 - chronogram 2"
"n145","Serinus atrogularis","Serinus citrinipectus",4.49615200000001,"Hedges et al. 2015 - chronogram 2"
"n145","Serinus atrogularis","Serinus citrinipectus",4.54691300000001,"Hedges et al. 2015 - chronogram 1"
"n146","Serinus atrogularis","Serinus leucopygius",2.47891500000001,"Jetz et al. 2012 - chronogram 1"
"n146","Serinus atrogularis","Serinus leucopygius",2.63321700000001,"Jetz et al. 2012 - chronogram 2"
"n146","Serinus atrogularis","Serinus leucopygius",3.40774800000002,"Hedges et al. 2015 - chronogram 1"
"n146","Serinus atrogularis","Serinus leucopygius",3.74440700000001,"Hedges et al. 2015 - chronogram 2"
"n147","Serinus hypostictus","Serinus scotops",3.19136800000001,"Jetz et al. 2012 - chronogram 1"
"n147","Serinus hypostictus","Serinus scotops",3.36502400000001,"Hedges et al. 2015 - chronogram 1"
"n147","Serinus hypostictus","Serinus scotops",3.39001650000001,"Jetz et al. 2012 - chronogram 2"
"n147","Serinus hypostictus","Serinus scotops",3.39002000000001,"Hedges et al. 2015 - chronogram 2"
"n149","Serinus striolatus","Serinus totta",5.12294800000001,"Jetz et al. 2012 - chronogram 1"
"n149","Serinus striolatus","Serinus totta",5.44182900000001,"Jetz et al. 2012 - chronogram 2"
"n149","Serinus striolatus","Serinus totta",5.44183000000001,"Hedges et al. 2015 - chronogram 2"
"n149","Serinus striolatus","Serinus totta",5.45996700000001,"Hedges et al. 2015 - chronogram 1"
"n150","Serinus striolatus","Serinus whytii",2.05708100000001,"Jetz et al. 2012 - chronogram 1"
"n150","Serinus striolatus","Serinus whytii",2.18512,"Hedges et al. 2015 - chronogram 2"
"n150","Serinus striolatus","Serinus whytii",2.18512500000001,"Jetz et al. 2012 - chronogram 2"
"n150","Serinus striolatus","Serinus whytii",2.27803100000001,"Hedges et al. 2015 - chronogram 1"
"n153","Haemorhous mexicanus","Haemorhous purpureus",11.401356,"Uyeda et al 2017"
"n154","Haemorhous cassinii","Haemorhous purpureus",3.54930800000001,"Jetz et al. 2012 - chronogram 1"
"n154","Haemorhous cassinii","Haemorhous purpureus",3.77023700000001,"Jetz et al. 2012 - chronogram 2"
"n155","Carpodacus nipalensis","Pinicola enucleator",11.272659,"Hooper et al. 2017"
"n155","Carpodacus nipalensis","Pinicola enucleator",11.5983654711,"Price et al. 2014 - chronogram 2"
"n155","Carpodacus nipalensis","Pinicola enucleator",13.7887813055556,"Jetz et al. 2012 - chronogram 1"
"n155","Carpodacus nipalensis","Pinicola enucleator",14.6470728888889,"Jetz et al. 2012 - chronogram 2"
"n156","Carpodacus nipalensis","Eremopsaltria mongolica",10.7125644741,"Price et al. 2014 - chronogram 2"
"n157","Carpodacus nipalensis","Carpodacus rubescens",9.7765326,"Price et al. 2014 - chronogram 2"
"n158","Carpodacus nipalensis","Leucosticte nemoricola",6.368704622,"Price et al. 2014 - chronogram 2"
"n158","Carpodacus nipalensis","Leucosticte nemoricola",7.0196025,"Jetz et al. 2012 - chronogram 1"
"n158","Carpodacus nipalensis","Leucosticte nemoricola",7.45654200000001,"Jetz et al. 2012 - chronogram 2"
"n159","Leucosticte nemoricola","Leucosticte sillemi",5.240442949,"Price et al. 2014 - chronogram 2"
"n159","Leucosticte nemoricola","Leucosticte sillemi",7.23794016666669,"Hedges et al. 2015 - chronogram 1"
"n159","Leucosticte nemoricola","Leucosticte sillemi",7.45654000000001,"Hedges et al. 2015 - chronogram 2"
"n160","Leucosticte arctoa","Leucosticte brandti",2.17309425000002,"Hedges et al. 2015 - chronogram 1"
"n160","Leucosticte arctoa","Leucosticte brandti",2.310607,"Jetz et al. 2012 - chronogram 1"
"n160","Leucosticte arctoa","Leucosticte brandti",2.45443000000001,"Hedges et al. 2015 - chronogram 2"
"n160","Leucosticte arctoa","Leucosticte brandti",2.45443200000001,"Jetz et al. 2012 - chronogram 2"
"n161","Leucosticte arctoa","Leucosticte tephrocotis",1.24398733333335,"Hedges et al. 2015 - chronogram 1"
"n161","Leucosticte arctoa","Leucosticte tephrocotis",1.406237,"Jetz et al. 2012 - chronogram 1"
"n161","Leucosticte arctoa","Leucosticte tephrocotis",1.49376900000001,"Jetz et al. 2012 - chronogram 2"
"n161","Leucosticte arctoa","Leucosticte tephrocotis",1.49377000000001,"Hedges et al. 2015 - chronogram 2"
"n162","Leucosticte australis","Leucosticte tephrocotis",0.187705000000008,"Jetz et al. 2012 - chronogram 1"
"n162","Leucosticte australis","Leucosticte tephrocotis",0.199389000000011,"Hedges et al. 2015 - chronogram 2"
"n162","Leucosticte australis","Leucosticte tephrocotis",0.199389000000018,"Jetz et al. 2012 - chronogram 2"
"n162","Leucosticte australis","Leucosticte tephrocotis",0.478917500000016,"Hedges et al. 2015 - chronogram 1"
"n163","Leucosticte atrata","Leucosticte australis",0.117610000000006,"Jetz et al. 2012 - chronogram 1"
"n163","Leucosticte atrata","Leucosticte australis",0.124931000000011,"Hedges et al. 2015 - chronogram 2"
"n163","Leucosticte atrata","Leucosticte australis",0.124931000000018,"Jetz et al. 2012 - chronogram 2"
"n163","Leucosticte atrata","Leucosticte australis",0.198052000000018,"Hedges et al. 2015 - chronogram 1"
"n164","Callacanthis burtoni","Carpodacus rubescens",8.712203631,"Price et al. 2014 - chronogram 2"
"n165","Callacanthis burtoni","Pyrrhoplectes epauletta",5.877640285,"Price et al. 2014 - chronogram 2"
"n166","Bucanetes githagineus","Eremopsaltria mongolica",5.465666,"Hooper et al. 2017"
"n166","Bucanetes githagineus","Eremopsaltria mongolica",5.76248200000001,"Jetz et al. 2012 - chronogram 1"
"n166","Bucanetes githagineus","Eremopsaltria mongolica",5.83977700000001,"Hedges et al. 2015 - chronogram 1"
"n166","Bucanetes githagineus","Eremopsaltria mongolica",6.12117000000001,"Hedges et al. 2015 - chronogram 2"
"n166","Bucanetes githagineus","Eremopsaltria mongolica",6.12117100000002,"Jetz et al. 2012 - chronogram 2"
"n167","Pinicola enucleator","Pyrrhula nipalensis",21.139719,"Roquet et al. 2014 - chronogram 1"
"n167","Pinicola enucleator","Pyrrhula nipalensis",21.139719,"Roquet et al. 2014 - chronogram 2"
"n168","Pyrrhula aurantiaca","Pyrrhula nipalensis",5.1741563831,"Price et al. 2014 - chronogram 2"
"n168","Pyrrhula aurantiaca","Pyrrhula nipalensis",8.17919430000001,"Hedges et al. 2015 - chronogram 1"
"n168","Pyrrhula aurantiaca","Pyrrhula nipalensis",8.37339000000001,"Hedges et al. 2015 - chronogram 2"
"n169","Pyrrhula leucogenis","Pyrrhula nipalensis",3.58812200000001,"Hedges et al. 2015 - chronogram 1"
"n170","Pyrrhula aurantiaca","Pyrrhula pyrrhula",3.393356,"Jetz et al. 2012 - chronogram 1"
"n170","Pyrrhula aurantiaca","Pyrrhula pyrrhula",3.60457700000001,"Jetz et al. 2012 - chronogram 2"
"n170","Pyrrhula aurantiaca","Pyrrhula pyrrhula",5.67968550000002,"Hedges et al. 2015 - chronogram 1"
"n170","Pyrrhula aurantiaca","Pyrrhula pyrrhula",5.75416700000001,"Hedges et al. 2015 - chronogram 2"
"n171","Pyrrhula aurantiaca","Pyrrhula erythaca",3.0766019911,"Price et al. 2014 - chronogram 2"
"n171","Pyrrhula aurantiaca","Pyrrhula erythaca",3.75014300000002,"Hedges et al. 2015 - chronogram 1"
"n171","Pyrrhula aurantiaca","Pyrrhula erythaca",3.77833000000001,"Hedges et al. 2015 - chronogram 2"
"n172","Pyrrhula erythaca","Pyrrhula erythrocephala",0.819977811100003,"Price et al. 2014 - chronogram 2"
"n172","Pyrrhula erythaca","Pyrrhula erythrocephala",1.31199900000001,"Hedges et al. 2015 - chronogram 1"
"n172","Pyrrhula erythaca","Pyrrhula erythrocephala",1.399055,"Jetz et al. 2012 - chronogram 1"
"n172","Pyrrhula erythaca","Pyrrhula erythrocephala",1.44057000000001,"Hedges et al. 2015 - chronogram 2"
"n172","Pyrrhula erythaca","Pyrrhula erythrocephala",1.48614000000001,"Jetz et al. 2012 - chronogram 2"
"n173","Pyrrhula murina","Pyrrhula pyrrhula",1.483,"Hedges et al. 2015 - chronogram 2"
"n173","Pyrrhula murina","Pyrrhula pyrrhula",1.78253300000002,"Hedges et al. 2015 - chronogram 1"
"n175","Carpodacus erythrinus","Carpodacus synoicus",9.888871,"Hooper et al. 2017"
"n175","Carpodacus erythrinus","Carpodacus synoicus",10.987959532,"Price et al. 2014 - chronogram 2"
"n176","Carpodacus edwardsii","Carpodacus synoicus",9.052905147,"Price et al. 2014 - chronogram 2"
"n180","Carpodacus puniceus","Carpodacus roseus",7.440244145,"Price et al. 2014 - chronogram 2"
"n181","Carpodacus roseus","Carpodacus trifasciatus",6.31386150000001,"Jetz et al. 2012 - chronogram 1"
"n181","Carpodacus roseus","Carpodacus trifasciatus",6.70687150000001,"Jetz et al. 2012 - chronogram 2"
"n181","Carpodacus roseus","Carpodacus trifasciatus",7.58482600000002,"Hedges et al. 2015 - chronogram 1"
"n181","Carpodacus roseus","Carpodacus trifasciatus",7.60343500000001,"Hedges et al. 2015 - chronogram 2"
"n182","Carpodacus thura","Carpodacus trifasciatus",5.07398400000001,"Jetz et al. 2012 - chronogram 1"
"n182","Carpodacus thura","Carpodacus trifasciatus",5.38981700000001,"Jetz et al. 2012 - chronogram 2"
"n183","Carpodacus puniceus","Pinicola subhimachala",5.67047168000001,"Price et al. 2014 - chronogram 2"
"n185","Carpodacus rubicilla","Carpodacus rubicilloides",2.2930062492,"Price et al. 2014 - chronogram 2"
"n187","Carpodacus edwardsii","Carpodacus rhodochlamys",6.6131064212,"Price et al. 2014 - chronogram 2"
"n189","Carpodacus edwardsii","Carpodacus rodopeplus",4.7306712041,"Price et al. 2014 - chronogram 2"
"n193","Carpodacus grandis","Carpodacus rhodochlamys",4.4728941431,"Price et al. 2014 - chronogram 2"
"n194","Carpodacus erythrinus","Haematospiza sipahi",8.376098639,"Price et al. 2014 - chronogram 2"
"n196","Hemignathus parvus","Oreomystis bairdi",6.16067983333334,"Hedges et al. 2015 - chronogram 2"
"n196","Hemignathus parvus","Oreomystis bairdi",6.60352413333335,"Hedges et al. 2015 - chronogram 1"
"n196","Hemignathus parvus","Oreomystis bairdi",7.14651610714287,"Jetz et al. 2012 - chronogram 1"
"n196","Hemignathus parvus","Oreomystis bairdi",7.5913552857143,"Jetz et al. 2012 - chronogram 2"
"n197","Hemignathus parvus","Telespiza cantans",4.66718977272728,"Hedges et al. 2015 - chronogram 2"
"n197","Hemignathus parvus","Telespiza cantans",5.07504229166668,"Hedges et al. 2015 - chronogram 1"
"n197","Hemignathus parvus","Telespiza cantans",5.37011313636364,"Jetz et al. 2012 - chronogram 1"
"n197","Hemignathus parvus","Telespiza cantans",5.70437972727274,"Jetz et al. 2012 - chronogram 2"
"n197","Hemignathus parvus","Telespiza cantans",5.708061,"Uyeda et al 2017"
"n198","Hemignathus parvus","Palmeria dolei",4.22999968750001,"Hedges et al. 2015 - chronogram 2"
"n198","Hemignathus parvus","Palmeria dolei",4.62170118750001,"Jetz et al. 2012 - chronogram 1"
"n198","Hemignathus parvus","Palmeria dolei",4.75590125000002,"Hedges et al. 2015 - chronogram 1"
"n198","Hemignathus parvus","Palmeria dolei",4.90938231250001,"Jetz et al. 2012 - chronogram 2"
"n199","Hemignathus munroi","Hemignathus parvus",4.22999964285716,"Hedges et al. 2015 - chronogram 2"
"n202","Loxops coccineus","Loxops mana",2.549268,"Jetz et al. 2012 - chronogram 1"
"n202","Loxops coccineus","Loxops mana",2.70794800000002,"Jetz et al. 2012 - chronogram 2"
"n203","Loxops caeruleirostris","Loxops coccineus",1.44112500000001,"Jetz et al. 2012 - chronogram 1"
"n203","Loxops caeruleirostris","Loxops coccineus",1.46041500000001,"Hedges et al. 2015 - chronogram 2"
"n203","Loxops caeruleirostris","Loxops coccineus",1.53082800000001,"Jetz et al. 2012 - chronogram 2"
"n203","Loxops caeruleirostris","Loxops coccineus",1.68541200000001,"Hedges et al. 2015 - chronogram 1"
"n204","Hemignathus flavus","Hemignathus kauaiensis",1.48983,"Jetz et al. 2012 - chronogram 1"
"n204","Hemignathus flavus","Hemignathus kauaiensis",1.58256600000001,"Jetz et al. 2012 - chronogram 2"
"n205","Hemignathus flavus","Hemignathus stejnegeri",1.45292300000002,"Hedges et al. 2015 - chronogram 1"
"n205","Hemignathus flavus","Hemignathus stejnegeri",1.52000000000002,"Hedges et al. 2015 - chronogram 2"
"n206","Palmeria dolei","Vestiaria coccinea",2.01762350000001,"Hedges et al. 2015 - chronogram 1"
"n206","Palmeria dolei","Vestiaria coccinea",2.05641000000001,"Hedges et al. 2015 - chronogram 2"
"n206","Palmeria dolei","Vestiaria coccinea",2.384398,"Jetz et al. 2012 - chronogram 1"
"n206","Palmeria dolei","Vestiaria coccinea",2.53281600000001,"Jetz et al. 2012 - chronogram 2"
"n207","Himatione sanguinea","Palmeria dolei",1.34782400000001,"Hedges et al. 2015 - chronogram 1"
"n207","Himatione sanguinea","Palmeria dolei",1.67288500000002,"Hedges et al. 2015 - chronogram 2"
"n207","Himatione sanguinea","Palmeria dolei",1.86940500000001,"Jetz et al. 2012 - chronogram 1"
"n207","Himatione sanguinea","Palmeria dolei",1.98576700000001,"Jetz et al. 2012 - chronogram 2"
"n208","Loxioides bailleui","Telespiza cantans",3.13749250000001,"Hedges et al. 2015 - chronogram 1"
"n208","Loxioides bailleui","Telespiza cantans",3.32058500000001,"Hedges et al. 2015 - chronogram 2"
"n208","Loxioides bailleui","Telespiza cantans",3.99264300000001,"Jetz et al. 2012 - chronogram 1"
"n208","Loxioides bailleui","Telespiza cantans",4.24116800000002,"Jetz et al. 2012 - chronogram 2"
"n209","Telespiza cantans","Telespiza ultima",0.917865000000006,"Hedges et al. 2015 - chronogram 2"
"n209","Telespiza cantans","Telespiza ultima",1.08369200000001,"Hedges et al. 2015 - chronogram 1"
"n209","Telespiza cantans","Telespiza ultima",1.29511300000001,"Jetz et al. 2012 - chronogram 1"
"n209","Telespiza cantans","Telespiza ultima",1.37572800000002,"Jetz et al. 2012 - chronogram 2"
"n210","Oreomystis bairdi","Paroreomyza montana",1.0536064347,"Barker et al. 2013"
"n210","Oreomystis bairdi","Paroreomyza montana",1.095642,"Barker et al. 2015 - chronogram 1"
"n210","Oreomystis bairdi","Paroreomyza montana",2.03166000000002,"Hedges et al. 2015 - chronogram 1"
"n210","Oreomystis bairdi","Paroreomyza montana",2.51441700000001,"Barker et al. 2015 - chronogram 2"
"n210","Oreomystis bairdi","Paroreomyza montana",5.41954500000001,"Jetz et al. 2012 - chronogram 1"
"n210","Oreomystis bairdi","Paroreomyza montana",5.75688700000001,"Jetz et al. 2012 - chronogram 2"
"n211","Eophona migratoria","Mycerobas carnipes",13.9549165,"Jetz et al. 2012 - chronogram 1"
"n211","Eophona migratoria","Mycerobas carnipes",14.8006135,"Hedges et al. 2015 - chronogram 1"
"n211","Eophona migratoria","Mycerobas carnipes",14.82354,"Hedges et al. 2015 - chronogram 2"
"n211","Eophona migratoria","Mycerobas carnipes",14.823548,"Jetz et al. 2012 - chronogram 2"
"n213","Coccothraustes coccothraustes","Eophona migratoria",10.546601,"Hooper et al. 2017"
"n214","Eophona migratoria","Eophona personata",3.29308,"Hooper et al. 2017"
"n214","Eophona migratoria","Eophona personata",3.765601,"Jetz et al. 2012 - chronogram 1"
"n214","Eophona migratoria","Eophona personata",3.99999300000002,"Jetz et al. 2012 - chronogram 2"
"n214","Eophona migratoria","Eophona personata",4.16595500000001,"Hedges et al. 2015 - chronogram 1"
"n214","Eophona migratoria","Eophona personata",4.39999500000001,"Hedges et al. 2015 - chronogram 2"
"n215","Mycerobas affinis","Mycerobas carnipes",8.5714721798,"Price et al. 2014 - chronogram 2"
"n215","Mycerobas affinis","Mycerobas carnipes",10.421792,"Jetz et al. 2012 - chronogram 1"
"n215","Mycerobas affinis","Mycerobas carnipes",11.070503,"Jetz et al. 2012 - chronogram 2"
"n215","Mycerobas affinis","Mycerobas carnipes",11.394498,"Hedges et al. 2015 - chronogram 1"
"n215","Mycerobas affinis","Mycerobas carnipes",11.53525,"Hedges et al. 2015 - chronogram 2"
"n216","Mycerobas carnipes","Mycerobas melanozanthos",7.6628416517,"Price et al. 2014 - chronogram 2"
"n217","Mycerobas affinis","Mycerobas icterioides",5.5082201908,"Price et al. 2014 - chronogram 2"
"n218","Euphonia anneae","Euphonia elegantissima",7.660052,"Barker et al. 2015 - chronogram 1"
"n218","Euphonia anneae","Euphonia elegantissima",7.7150888737,"Barker et al. 2013"
"n218","Euphonia anneae","Euphonia elegantissima",7.995744,"Barker et al. 2015 - chronogram 2"
"n219","Euphonia gouldi","Euphonia pectoralis",10.420674,"Jetz et al. 2012 - chronogram 1"
"n219","Euphonia gouldi","Euphonia pectoralis",11.06931,"Hedges et al. 2015 - chronogram 2"
"n219","Euphonia gouldi","Euphonia pectoralis",11.0693155,"Jetz et al. 2012 - chronogram 2"
"n220","Euphonia gouldi","Euphonia hirundinacea",8.63391200000001,"Jetz et al. 2012 - chronogram 1"
"n220","Euphonia gouldi","Euphonia hirundinacea",9.17133000000001,"Hedges et al. 2015 - chronogram 2"
"n220","Euphonia gouldi","Euphonia hirundinacea",9.17133550000001,"Jetz et al. 2012 - chronogram 2"
"n221","Euphonia fulvicrissa","Euphonia gouldi",2.38584400000001,"Jetz et al. 2012 - chronogram 1"
"n221","Euphonia fulvicrissa","Euphonia gouldi",2.38690900000002,"Hedges et al. 2015 - chronogram 1"
"n221","Euphonia fulvicrissa","Euphonia gouldi",2.53435000000001,"Hedges et al. 2015 - chronogram 2"
"n221","Euphonia fulvicrissa","Euphonia gouldi",2.53435200000001,"Jetz et al. 2012 - chronogram 2"
"n222","Euphonia hirundinacea","Euphonia minuta",4.99132500000001,"Jetz et al. 2012 - chronogram 1"
"n222","Euphonia hirundinacea","Euphonia minuta",5.30201000000001,"Hedges et al. 2015 - chronogram 2"
"n222","Euphonia hirundinacea","Euphonia minuta",5.30201300000001,"Jetz et al. 2012 - chronogram 2"
"n226","Euphonia affinis","Euphonia pectoralis",8.09445900000001,"Jetz et al. 2012 - chronogram 1"
"n226","Euphonia affinis","Euphonia pectoralis",8.40714750000001,"Hedges et al. 2015 - chronogram 1"
"n226","Euphonia affinis","Euphonia pectoralis",8.59830000000001,"Hedges et al. 2015 - chronogram 2"
"n226","Euphonia affinis","Euphonia pectoralis",8.59830333333335,"Jetz et al. 2012 - chronogram 2"
"n227","Euphonia affinis","Euphonia chlorotica",6.34376900000001,"Jetz et al. 2012 - chronogram 1"
"n227","Euphonia affinis","Euphonia chlorotica",6.49404100000001,"Hedges et al. 2015 - chronogram 1"
"n227","Euphonia affinis","Euphonia chlorotica",6.73864000000001,"Hedges et al. 2015 - chronogram 2"
"n227","Euphonia affinis","Euphonia chlorotica",6.73864050000002,"Jetz et al. 2012 - chronogram 2"
"n228","Euphonia chlorotica","Euphonia finschi",4.08624000000001,"Jetz et al. 2012 - chronogram 1"
